Speaker,Line,Episode,Arc
OP,"drew close together and soothed each other with the words,",6,1
OP,"""Neither of us will ever fall in love again.""",6,1
OP,Everytime ,6,1
OP,Into this photograph of us ,6,1
OP,"smiling cheek to cheek, ",6,1
OP,"I took a bit of loneliness, ",6,1
OP,and crammed it inside. ,6,1
OP,Revolution! ,6,1
OP,"Even in my dreams, even through my tears, ",6,1
OP,"even though I'm being hurt, ",6,1
OP,"reality is approaching now, frantically. ",6,1
OP,What I want now is to find out ,6,1
OP,"just where I belong, ",6,1
OP,"and my self-worth, up through today. ",6,1
OP,"Heroically, I'll throw away ",6,1
OP,"my clothes 'til I'm nude, ",6,1
OP,"like the roses dancing all around me, whirling free.",6,1
OP,But if the two of us should get split up,6,1
OP,"by whatever means, ",6,1
OP,"I swear to you, I will change the world.",6,1
Girl,Are you okay? ,6,1
Girl,"Hey, there... ",6,1
Girl,Are you all right? ,6,1
Girl,What a weird girl. I shouldn't have bothered worrying.,6,1
Title,"Nanami-sama, Beware! ",6,1
Touga,Somebody's trying to kill you? ,6,1
Nanami,It isn't the first time either. ,6,1
Nanami,"A flowerpot almost fell on me, ",6,1
Nanami,"a pile of logs fell towards me, ",6,1
Nanami,and someone tried to push me down some stairs.,6,1
Miki,What awful luck... ,6,1
Nanami,"Help me, Onii-sama! ",6,1
Nanami,These attempts must certainly be the result of someone being jealous,6,1
Nanami,"of my cute looks, my popularity and refinement.",6,1
Nanami,I'm so scared! ,6,1
Touga,I was wondering what your story was going to be.,6,1
Touga,"Don't you think you read too many of those whodunnit novels, Nanami?",6,1
Nanami,"Oh, no... ",6,1
Touga,"Sorry, but I'm busy with Student Council responsibilities. Excuse me.",6,1
Nanami,Onii-sama... ,6,1
Nanami,Rats. He was so cold. ,6,1
Miki,Sibling relationships are complex. ,6,1
Nanami,What does that mean? ,6,1
Miki,You don't have any idea? ,6,1
Miki,Did you do something that someone might hold a grudge against you for?,6,1
Nanami,How rude... ,6,1
Keiko,That's right. Nanami-sama knows what she's doing.,6,1
Aiko,She always gets others' hands dirty but never her own!,6,1
Miki,I see. ,6,1
Nanami,Don't listen to them! ,6,1
Miki,Sorry. ,6,1
Nanami,"You believe this isn't any of your concern,",6,1
Nanami,but someone might be trying to take my life this very moment!,6,1
Keiko,Nanami-sama! ,6,1
Aiko,Nanami-sama! ,6,1
Utena,"Sorry, sorry! We didn't think it'd go this far.",6,1
Utena,Let's see... Where's the ball? Did you guys see the ball?,6,1
Nanami,"So, you're the one. ",6,1
Nanami,"You tried to drop a flowerpot on me, rolled a pile of logs toward me,",6,1
Nanami,and pushed me down the stairs. That was all YOUR doing!,6,1
Utena,What're you talking about? ,6,1
Nanami,How frustrating! ,6,1
Nanami,Do you still insist on playing dumb? ,6,1
Yuuko,"Calm down, Nanami-sama. ",6,1
Aiko,We don't know for certain yet! ,6,1
Utena,"Yeah, whatever... just give me back the ball, okay?",6,1
Utena,"Well, it couldn't possibly be me. In the first place, I don't have a motive for killing you.",6,1
Nanami,I can only wish. ,6,1
Nanami,"At the very least, I know you're trying to seduce my brother.",6,1
Utena,HE is making passes at me! ,6,1
Nanami,"My, what a self-conscious woman! ",6,1
Miki,"Hey, there's someone in the greenhouse. ",6,1
Nanami,"But, there's a ""No Entry"" sign on the door.",6,1
Sign,"Sign: ""NO ENTRY"" ",6,1
Nanami,Onii-sama... ,6,1
Touga,Why haven't you finished her off yet? ,6,1
Touga,There's no reason to let that kind of creep live.,6,1
Anthy,But I can't do it. ,6,1
Touga,Do you have cold feet? We can't change the plans now.,6,1
Touga,Kill her once and for all. ,6,1
Miki,Did you hear that? ,6,1
Utena,"Yeah, he said ""kill her"" or something... ",6,1
Touga,"Do it. After you've made this one kill, we won't have any more problems.",6,1
Anthy,"That's not true. Even if everyone does hate her, a life is still a life.",6,1
Anthy,"If we just wait a while, maybe she'll just leave quietly.",6,1
Touga,Don't be too optimistic. ,6,1
Nanami,This can't be... My assassin is my own brother?,6,1
Nanami,"A secret talk? With all the trouble putting up that ""No Entry"" sign?",6,1
Touga,"When this is finished, no one will stand in our way.",6,1
Anthy,"At last, we will be together. ",6,1
Touga,Here we go. ,6,1
Anthy,"Yes, Touga-sama. ",6,1
Touga,Nanami? ,6,1
Nanami,"How cruel of you, Onii-sama! ",6,1
Nanami,"I thought you've been a bit cold to me lately,",6,1
Nanami,but do you feel that I am that much of a nuisance?,6,1
Touga,What are you talking about? ,6,1
Nanami,Idiot! ,6,1
Miki,Nanami-kun! ,6,1
Utena,"I've misjudged you. Even if you are the Student Council President, plotting to kill your own sister...",6,1
Touga,What are you talking about? ,6,1
Utena,"You said ""kill her"" or something...? ",6,1
Anthy,Excuse me? ,6,1
text,"Can: ""Tick Killer"" ",6,1
Utena,That wouldn't be... ,6,1
Nanami,How cruel! It's too cruel! ,6,1
Nanami,The criminal who's trying to kill me turns out to be my beloved brother!,6,1
Nanami,I might as well be dead! ,6,1
BoyA,A runaway horse! ,6,1
BoyB,A horse is on the loose! ,6,1
BoyC,"Miss, are you hurt? Miss? ",6,1
Nanami,Wh- Who are you? ,6,1
Utena,What?! A prince appeared? ,6,1
Miki,Right. I heard she was rescued from a real dangerous situation by someone.,6,1
Utena,How cool! I'd die for that sort of thing.,6,1
hannkachi,Monogram: Tsuwabuki Mitsuru ,6,1
Teacher,"Thus, the values we get from the measured lengths or weights or by rounding PI to 3.14, are calledapproximations.",6,1
Nanami,Tsuwabuki Mitsuru ,6,1
Miki,But that prince is a mystery. ,6,1
Utena,Mystery? ,6,1
BoyC,"Oh, no, you're bleeding. Permit me to take a look.",6,1
BoyC,All right. This should do it. ,6,1
Nanami,Thank you so much. ,6,1
Nanami,M- May I have your name at least? ,6,1
BoyC,I don't deserve the honor of telling you my name. I hope to see you again sometime.,6,1
BoyC,"Good bye, Miss. ",6,1
Utena,Leaving without even giving his name! How cool!,6,1
text,Dining Hall ,6,1
text,Elementary School ,6,1
text,Junior High School ,6,1
text,Instruction ,6,1
Miki,"Anyway, who would've thought there was a prince in this school who could find favor with Nanami-kun?",6,1
Utena,Her ideals do seem to be very high. ,6,1
Utena,Is that her prince? ,6,1
Miki,So she does like older men... ,6,1
Utena,"No, wrong one. ",6,1
Miki,She has some taste! ,6,1
Utena,No way. ,6,1
Nanami,Tsuwabuki Mitsuru-kun? ,6,1
Tsuwabuki,Yes? ,6,1
Utena,Is that little boy the one she owes her life to?,6,1
Nanami,Here. Thank you. ,6,1
Nanami,"Please, Tsuwabuki-kun, be my boyfriend. ",6,1
Shadow,It's a camp! ,6,1
Shadow,It's a camp! It's a camp! How fun! ,6,1
Shadow,The real pleasure of camp is making curry and rice in a messtin.,6,1
Shadow,Let's eat! ,6,1
Shadow,This rice is pretty hard in the center. ,6,1
Shadow,And the bottom is scorched. ,6,1
Shadow,"Besides, the curry is too runny without enough powder.",6,1
Shadow,Do you really like it? ,6,1
Shadow,"Oh, c'mon! This fresh air has a better taste than any food!",6,1
Shadow,Thanks for the food! ,6,1
Miki,It is rather good. ,6,1
Utena,I'm not talking about the meal! About Nanami!,6,1
Utena,Asking a grade schooler to be her boyfriend... ,6,1
Miki,She can't be serious. Her only favorite is Touga-sempai.,6,1
Utena,Mr. President? ,6,1
Miki,"Oops, that might have been considered tasteless...",6,1
Utena,I didn't think so... ,6,1
Miki,I'm not talking about the meal. ,6,1
Utena,"Nanami and Mr. President are brother and sister, aren't they?",6,1
Miki,"She's a brother's girl, after all. ",6,1
Miki,"Since the world's best man is always with her, Touga-sempai is the only man for her.",6,1
Miki,All other men are just as dirt. ,6,1
Utena,Dirt? ,6,1
Miki,Dirt. Crumbs. Parsley. ,6,1
Miki,It appears that this incident was a real shock to her.,6,1
Miki,She said she was betrayed by her only brother.,6,1
Utena,She's obsessive. ,6,1
Miki,"Tenjou-sempai, look. ",6,1
Utena,Th- they're dating. ,6,1
Miki,They look more like siblings than a couple.,6,1
Utena,Is she serious? ,6,1
Yuuko,I hear we'll be playing tennis in gym class today.,6,1
Nanami,"Oh, I didn't bring my tennis clothes! ",6,1
Nanami,Tsuwabuki. ,6,1
Tsuwabuki,"Here's some tennis wear, ma'am. ",6,1
Yuuko,Pop quizzes are so unfair. ,6,1
Nanami,Really... It's like they don't have any rules at all.,6,1
Nanami,Tsuwabuki. ,6,1
Tsuwabuki,"Here's a cribsheet, ma'am. ",6,1
Yuuko,I hear today's art class is about outdoor sketching.,6,1
Nanami,"Oh, I didn't bring my easel! ",6,1
Nanami,Tsuwabuki. ,6,1
Nanami,Will you put some meatballs in my lunch tomorrow?,6,1
Tsuwabuki,"Gladly, ma'am. ",6,1
Utena,Is that what she calls a boyfriend? ,6,1
Miki,I have no idea. ,6,1
Saionji,"However cruel, as long as he is with the only one he loves, he will be happy.",6,1
Saionji,"That's another form of love, as love can take many forms.",6,1
Saionji,And I'd say this love between Anthy and I is a secret love.,6,1
Saionji,A secret love... ,6,1
Utena,Nobody's listening to you. ,6,1
Aiko,"Hey, Suzuki-kun asked me to pass this to you.",6,1
Yuuko,"Hey, Yamada-kun wants you to read this. ",6,1
Keiko,"Hey, Tanaka-kun... ",6,1
Nanami,"Oh, throw those away, would you? ",6,1
Suzuki,I am Suzuki. ,6,1
Yamada,I am Yamada. ,6,1
Tanaka,I am Tanaka. ,6,1
Suzuki,"What's this supposed to mean, Nanami-kun? ",6,1
Yamada,You're dating that child after turning us down?,6,1
Tanaka,"Are you trying to make fools of us, the boys in Junior High?",6,1
Nanami,You three... who are you? ,6,1
Suzuki,We write you love letters everyday. ,6,1
Yamada,Are you saying... ,6,1
Tanaka,...you forgot about us? ,6,1
Nanami,Tsuwabuki. ,6,1
Suzuki,There you are. ,6,1
Yamada,It's unforgivable for a child like you to date Nanami.,6,1
Tanaka,Why don't we settle this once and for all?,6,1
Tsuwabuki,"I've sworn that as long as I'm allowed to date her, I will protect her.",6,1
Nanami,"Tsuwabuki, take care of them. ",6,1
Tsuwabuki,"Gladly, ma'am. ",6,1
Nanami,"Come to think of it, the weather is nice today.",6,1
Nanami,So blue... The sky is so blue! ,6,1
Nanami,"Tsuwabuki, well done. ",6,1
Tsuwabuki,"I protected you, didn't I, Nanami-san? ",6,1
Utena,"I understand your true intentions, Nanami.",6,1
Nanami,Tenjou Utena. ,6,1
Utena,"Tsuwabuki-kun fought desperately to protect you,",6,1
Utena,but you did nothing but watch. That isn't a true romance!,6,1
Utena,"You're just taking advantage of him, like he's a bodyguard.",6,1
Nanami,"I was almost killed by my own brother, the brother I had attached myself to.",6,1
Nanami,You couldn't understand how I feel! ,6,1
Miki,"Nanami-kun, you got it all wro... ",6,1
Nanami,I don't have it wrong! ,6,1
Nanami,"Since Tsuwabuki is my boyfriend, it should be my liberty to treat him as I like.",6,1
Miki,"I guess that would be called a minion, not a boyfriend.",6,1
Tsuwabuki,It's okay. This relationship is what I hoped for.,6,1
Utena,"Tsuwabuki-kun, why in the world are you so taken by her?",6,1
Tsuwabuki,It was an encounter of fate. ,6,1
Utena,Fate...? ,6,1
Tsuwabuki,"Nanami-san doesn't seem to remember, but we have met a long time ago.",6,1
BoyA,A runaway bull! ,6,1
BoyB,A bull is on the loose! ,6,1
Tsuwabuki,Watch out! ,6,1
Touga,"Are you alright, Nanami? ",6,1
Nanami,Onii-sama... ,6,1
Touga,Let's go home. ,6,1
Tsuwabuki,C- Cool! ,6,1
Tsuwabuki,"Since that day, I've trained myself to become a heroic brother like that gentleman.",6,1
Tsuwabuki,And the stage was set. ,6,1
Utena,"You wanted to become her big brother, not her boyfriend?",6,1
Tsuwabuki,"But Nanami-san doesn't remember me,",6,1
Tsuwabuki,even though I staged the whole encounter so she would remember.,6,1
Miki,Staged? ,6,1
Tsuwabuki,"Now I have no other choice, but to endanger her again...",6,1
Miki,W- Wait a minute. ,6,1
Tsuwabuki,Yes? ,6,1
Miki,"Surely, you're not the one who dropped that flowerpot,",6,1
Miki,tried to crush her with logs and pushed her down the stairs?,6,1
Tsuwabuki,I am. ,6,1
Tsuwabuki,Rescuing her in the nick of time would make me the model brother.,6,1
Tsuwabuki,"Of course, I can't let Nanami-san find out about that...",6,1
Nanami,"In short, he played his own work. ",6,1
Nanami,I overheard the whole story. ,6,1
Utena,Don't scold him! ,6,1
Utena,It was just a childish thing he did. ,6,1
Miki,Right. It was a youthful folly. He couldn't resist.,6,1
Nanami,I will not listen to excuses! ,6,1
Nanami,"Because of you, I called my brother an idiot!",6,1
BoyA,A runaway kangaroo! ,6,1
BoyB,A kangaroo is on the loose! ,6,1
Nanami,Tsuwabuki! ,6,1
Utena,Tsuwabuki-kun! ,6,1
Tsuwabuki,I must protect... I must protect Nanami-san!,6,1
Utena,Take that! ,6,1
Miki,Tenjou-sempai! ,6,1
Tsuwabuki,Not them! ,6,1
Utena,Tsuwabuki-kun! ,6,1
Tsuwabuki,"Come on! Fight me, you bastard! ",6,1
Tsuwabuki,I will be Nanami-san's big brother. I will be Nanami-san's big brother!,6,1
Tsuwabuki,Nanami-san? ,6,1
Nanami,Silly! Run for it! ,6,1
Tsuwabuki,But... ,6,1
Nanami,"Onii-sama is Onii-sama, Tsuwabuki is Tsuwabuki...",6,1
Nanami,"Even if you were killed, I wouldn't cry over you.",6,1
Nanami,"Why? Because, Tsuwabuki... ",6,1
Nanami,You are my valued servant. I can't lose you just because of this.,6,1
Nanami,Onii-sama! You came to help me! ,6,1
Touga,"This is a little too mischievous for you, Nanami.",6,1
Anthy,Utena! I've finished exterminating the bug in the rose garden!,6,1
Miki,"That ""No entry"" sign on the greenhouse and that worm he told her to kill, were all about a bug.",6,1
Nanami,Onii-sama... ,6,1
Nanami,Tsuwabuki... ,6,1
Tsuwabuki,Yes? ,6,1
Nanami,"Let's break up, the two of us... ",6,1
Tsuwabuki,All right. ,6,1
Tsuwabuki,Let's break up and I'll be adopted into your family.,6,1
Tsuwabuki,"If I can't become your big brother, I'll become your little brother.",6,1
Nanami,"Sure enough, you are the only man I would ever have, Onii-sama.",6,1
Utena,"Kiryuu Touga... he's no ordinary guy, that's for sure.",6,1
ED,Missing truth and forever ,6,1
ED,Kissing love and true your heart ,6,1
ED,Embrace me with your true arms ,6,1
ED,The key to open up tomorrow is reality ,6,1
ED,I want to keep on destroying lies. ,6,1
ED,"Even if we keep on talking, ",6,1
ED,you still won't ever see. ,6,1
ED,Excuses really suit adults ,6,1
ED,who hang on to old stories. ,6,1
ED,Because unchosen angels ,6,1
ED,have no need for wings. ,6,1
ED,"Missing truth and forever, ",6,1
ED,"Kissing love and true your heart, ",6,1
ED,I will like tomorrow's new me. ,6,1
ED,"At least I believe so; I want to believe it,",6,1
ED,so I want to keep lies hating me. ,6,1
OP,"Heroically, with bravery ",7,1
OP,"I'll go on with my life, ",7,1
OP,"just a long, long time. ",7,1
OP,But if the two of us should get split up ,7,1
OP,"by whatever means, ",7,1
OP,"let go of me, ",7,1
OP,Take my revolution. ,7,1
Title,Utena ~ La Fillette Revolutionnaire ,7,1
OP,"In the sunny garden, we held each other's hands,",7,1
OP,"drew close together and soothed each other with the words,",7,1
OP,"""Neither of us will ever fall in love again."" ",7,1
OP,Everytime ,7,1
OP,Into this photograph of us ,7,1
OP,"smiling cheek to cheek, ",7,1
OP,"I took a bit of loneliness, ",7,1
OP,and crammed it inside. ,7,1
OP,Revolution! ,7,1
OP,"Even in my dreams, even through my tears, ",7,1
OP,"even though I'm being hurt, ",7,1
OP,"reality is approaching now, frantically. ",7,1
OP,What I want now is to find out ,7,1
OP,"just where I belong, ",7,1
OP,"and my self-worth, up through today. ",7,1
OP,"Heroically, I'll throw away ",7,1
OP,"my clothes 'til I'm nude, ",7,1
OP,"like the roses dancing all around me, whirling free.",7,1
OP,But if the two of us should get split up ,7,1
OP,"by whatever means, ",7,1
OP,"I swear to you, I will change the world. ",7,1
Juri,"See, I have no choice but to give up. ",7,1
Juri,"After all, there are no such things in this world as miracles.",7,1
Juri,Next! ,7,1
Juri,Next! ,7,1
Juri,Next! ,7,1
Miki,It was amazing of you to beat that many people in a row.,7,1
Miki,"No one's a match for you anymore, Juri-san. ",7,1
Juri,So what would I possibly gain? ,7,1
Juri,Would I break the world's shell? ,7,1
Title,Juri's Unfulfillment ,7,1
otoko,"Arisugawa-kun, ",7,1
otoko,I appreciate you Student Council members moderating last week's area study meeting.,7,1
otoko,"All the other teachers were impressed, saying it was better than recent years.",7,1
otoko,All of your Student Council activities will remain as our academy's tradition.,7,1
Juri,"Thank you, sir. ",7,1
otoko,"Say, why don't we talk about the Student Council's future activities over lunch?",7,1
Juri,"Yes, sir. ",7,1
otoko,Wait here for a moment. ,7,1
onnna,You really don't follow the Academy Regulations. ,7,1
onnna,Where is it written in the regulations that you could bring pets to school?!,7,1
Utena,"I didn't bring him, he just brought my lunch box for me.",7,1
Utena,Is that against the regulations? ,7,1
onnna,Having a monkey bring what you've forgot... ,7,1
onnna,is too stupid a problem to be in the regulations!,7,1
onnna,"Do you understand, Tenjou Utena-san!? ",7,1
Utena,When you put it that way... ,7,1
onnna,What's this rebellious attitude? ,7,1
onnna,Now I won't forgive y... ,7,1
onnna,Hey! Hold it! ,7,1
Utena,"Oh, well... ",7,1
Juri,Hi there. ,7,1
onnna,"I said, hold it! ",7,1
Juri,Are you Tenjou Utena? ,7,1
Utena,"You're a member of the Student Council, aren't you?",7,1
onnna,Hold it! ,7,1
Juri,I'd like to talk to you a little bit. ,7,1
onnna,"Utena-san, you help too! ",7,1
onnna,Hold it! ,7,1
Utena,"Sorry, I can't spare the time just now... ",7,1
onnna,"All right, a dead end. Utena-san, shut the door.",7,1
Utena,"Y- Yes, ma'am. ",7,1
otoko,Sorry to keep you waiting. Shall we go? ,7,1
Juri,Vice-Principal... ,7,1
Juri,That lady teacher you've been looking for,7,1
Juri,just went in that consulting room over there.,7,1
otoko,Lady teacher? ,7,1
Juri,"Oh, come on. You've just told me... ",7,1
Juri,...that you have to talk with her about student guidance over lunch.,7,1
otoko,"Arisugawa-kun, what are you talking about? ",7,1
otoko,You and I are going for lunch... ,7,1
Juri,I do not repeat myself. That is all. ,7,1
onnna,"Really? I'm so honored, asked by Vice-Principal. ",7,1
otoko,"Understood, so hurry up! ",7,1
onnna,"Oh, just a minute. I've got to fix my make-up.",7,1
otoko,I couldn't care less! Just hurry up! ,7,1
onnna,"Tenjou-san, I'll be right back, so stay here!",7,1
Juri,"Well, it looks like you have a little time now.",7,1
Utena,"Whew, what a relief. That's what I'd call a miracle.",7,1
Utena,"I've often heard rumors about you, even in junior high.",7,1
Utena,"You're the captain of the Fencing Club, ",7,1
Utena,and a brilliant Student Council member that even the teachers defer to...,7,1
Utena,"But the truth is that you're extremely wicked,",7,1
Utena,and anyone who knows your true colors keeps at least ten meters away.,7,1
Juri,As if I'm a wild animal... ,7,1
Utena,"I don't know if this is true or not, ",7,1
Utena,"but even teachers are kicked out of the academy, once they get on your blacklist.",7,1
Juri,Heh... ,7,1
Juri,Looks like one shouldn't underestimate the intelligence networks of the underclassmen.,7,1
Utena,"So, the rumors about you are true? ",7,1
Juri,Who knows? ,7,1
Juri,I've often heard rumors that you are quite skillful with the sword.,7,1
Utena,"Oh no, not really. I don't really like swordfighting, myself.",7,1
Utena,"Speaking of which, since you're a Student Council member,",7,1
Utena,"then you're after the Rose Bride, too, aren't you?",7,1
Juri,Do you know the reason why they're after the Rose Bride?,7,1
Juri,It seems that whoever is engaged to the Rose Bride...,7,1
Juri,"...will obtain the power of miracles, the power to revolutionize the world.",7,1
Utena,That's pretty cool. ,7,1
Utena,"Then, since I'm engaged to her right now, the miracle power belongs to me.",7,1
Utena,That'll be convenient for finals. ,7,1
Utena,I could ace all my tests without even studying!,7,1
Utena,Are you all really serious about... ,7,1
Utena,...doing stupid things like fighting Duels over Himemiya?,7,1
Juri,You're right. Fighting over the Rose Bride is stupid.,7,1
Shiori,"Believe in a miracle, that your wish come true.",7,1
Juri,"No, there can be no miracles. ",7,1
Utena,We seem to be on the same wavelength. ,7,1
anaunnsu,"Tenjou Utena-san, report immediately to the student consulting room. Repeat...",7,1
Utena,Good grief... that teacher won't give up.,7,1
Utena,"Anyway, I'm glad there's someone in the Student Council who understands me .",7,1
annshi-,Uhm... Would you mind if I gave you this?,7,1
Juri,Don't be conceited. ,7,1
Touga,"If the egg's shell does not break, the chick will die without being born.",7,1
Touga,We are the chick; the egg is the world. ,7,1
Touga,"If the world's shell does not break, we will die without being born.",7,1
Touga,Break the world's shell! ,7,1
Touga,For the sake of revolutionizing the world!,7,1
Juri,For the sake of revolutionizing the world!,7,1
chart,The man fighting for love ,7,1
chart,Saionji Kyouichi ,7,1
chart,Tenjou Utena ,7,1
chart,Who's she? ,7,1
chart,BATTLE ,7,1
chart,Tenjou Utena ,7,1
chart,She's pretty good ,7,1
Miki,A new letter from the Ends of the World has arrived.,7,1
chart,A guy who doesn't know when to quit ,7,1
chart,Saionji Kyouichi ,7,1
chart,Tenjou Utena ,7,1
chart,She's pretty good ,7,1
chart,BATTLE ,7,1
chart,Tenjou Utena ,7,1
chart,2 win streak ,7,1
chart,on the road to loserdom ,7,1
Miki,The next Duel must be held by the end of the week.,7,1
chart,Now it's my turn ,7,1
chart,Kaoru Miki ,7,1
chart,Tenjou Utena ,7,1
chart,2 win streak ,7,1
chart,BATTLE ,7,1
chart,Tenjou Utena ,7,1
chart,No way! 3 win streak ,7,1
Touga,"Going in turn, Juri or I should be next. ",7,1
Miki,What? Including Juri-san? ,7,1
Touga,Of course. She also has a seat here to fight Duels.,7,1
Miki,"Well, sure she's eligible, and skilled, too.",7,1
Miki,"But she doesn't have a motive for fighting, does she?",7,1
Touga,Sure she does. ,7,1
Touga,"She wants to disprove the power of the Rose Bride, the power of miracles.",7,1
Miki,What? Is that true? ,7,1
Juri,Who knows? But at the least I've got to study for finals on my own.,7,1
Miki,Huh? What's that mean? ,7,1
Touga,But are you sure you want to disprove the miracle power?,7,1
Touga,If the power to revolutionize the world ,7,1
Touga,is the one that will fulfill your unrequited feeling...,7,1
Touga,if you don't have to give up on your romance yet...,7,1
Touga,then do you still want to disprove the power of the Rose Bride?,7,1
Miki,"Are you in love with someone, Juri-san? ",7,1
Miki,An unrequited feeling is hard to bear. ,7,1
Juri,"Yes, I was in love. ",7,1
shounenn,You've got me. ,7,1
shounenn,I give up. I'm beaten completely. ,7,1
shounenn,"You'd be a good match for even high school guys, Juri.",7,1
Juri,Thank you. ,7,1
Shiori,"Believe in a miracle, that your wish come true.",7,1
Juri,But I knew... that this romance would never be fulfilled.,7,1
Juri,"""Believe in a miracle, that your wish come true.""",7,1
Juri,That was her favorite phrase. ,7,1
Shiori,"He doesn't say it, but he seems to be thinking of you the most, Juri-san.",7,1
Shiori,But I couldn't help but steal him from you.,7,1
Shiori,"Even though I'm no match for you at anything,",7,1
Shiori,at least my feeling for him is... ,7,1
Shiori,Did you know? ,7,1
Shiori,Juri-san is in love with someone. ,7,1
Shiori,But... ,7,1
Shiori,...it isn't you. ,7,1
Shiori,"So, I don't regret stealing him from you...",7,1
Shiori,...because that's what I hoped for from my heart.,7,1
Shiori,"Believe in a miracle, that your wish come true.",7,1
Shiori,You must hate me for being like this. ,7,1
Juri,Thank you for your letter. I'm more than happy to know you're doing fine.,7,1
Juri,"As I read each word of your letter, ",7,1
Juri,I can't help but realize how the days have passed.,7,1
Juri,"Back then, the three of us did everything together.",7,1
Juri,It was really fun. ,7,1
Juri,"But now, when I look at the two of you, beaming with happiness,",7,1
Juri,I feel nostalgic and envious... ,7,1
Utena,"There, there... ",7,1
Utena,"What a pain, crying at this hour... ",7,1
Utena,"Oh, there, there... ",7,1
Utena,"Chuchu, please, go to sleep already. I'm really sleepy myself.",7,1
Utena,Huh? Arisugawa-sempai? ,7,1
Utena,I thought so. ,7,1
Juri,"Oh, it's you. ",7,1
Utena,"Since you're not wearing your usual uniform, I almost didn't recognize you.",7,1
Juri,Really? ,7,1
Utena,You really look like a supermodel. ,7,1
Utena,"You look gallant in your uniform, ",7,1
Utena,but everyone would be surprised if they saw you this ladylike.,7,1
Utena,"So, why are you here by yourself this late?",7,1
Juri,"You even wear that at night, huh? ",7,1
Utena,Yeah... ,7,1
Juri,Why are you always dressed like a boy? ,7,1
Utena,"Well, how should I put it... ",7,1
Utena,"To tell the truth, I'm influenced by my prince.",7,1
Juri,Prince? ,7,1
Utena,"When I was a little kid, I met a prince. ",7,1
Utena,"And he said ""I want that you should never lose your strength and nobility.""",7,1
Utena,"And then, as a reminder of our encounter, he gave me this.",7,1
Utena,"""It will lead you to where I'll be,"" he said.",7,1
Utena,He looked so cool to me. ,7,1
Utena,I want to see him again. ,7,1
Utena,"I mean, I want to become as close to him as I can.",7,1
Utena,"And so, I wear this. ",7,1
Utena,"Oh, sorry for telling you strange stories like this...",7,1
Utena,"However, I don't believe the Student Council",7,1
Utena,"about the Rose Bride or the power of miracles, but...",7,1
Utena,How should I put it... I can believe in the fate between him and me.,7,1
Utena,"If you call it a miracle, maybe it is one, but...",7,1
Utena,Sempai...? ,7,1
Juri,"Your Rose Signet, throw this ring away! ",7,1
Juri,It's disgusting! Your so-called nobility is to copycat as someone you love told you!,7,1
Juri,"Yes, fighting over the Rose Bride ",7,1
Juri,is just as stupid as your sentiment to your prince!,7,1
Juri,"However, to be qualified for that, you must be truly noble!",7,1
Juri,The Rose Signet doesn't suit a girl the likes of you!,7,1
Utena,No! ,7,1
Utena,"This is my one and only tie with him. I won't lose it, no matter what!",7,1
Juri,"Then show me what you call a ""miracle!"" My sword will show its true nature!",7,1
annshi-,"Tara-tara-tara-ta, rabbits' dance. ",7,1
annshi-,"Tara-tara-tara-ta, rabbits, rabbits, rabbits of rabbits,",7,1
annshi-,tata-tara-tara-tara-tara... ,7,1
Shadow,Good thing I've caught a cold. I was thinkin' an outing's a drag.,7,1
Shadow,Why should someone my age have to go to a zoo?,7,1
Shadow,"Besides, the animals don't seem willing. ",7,1
Shadow,"To begin with, that zoo doesn't have great animals, ya know...",7,1
Shadow,"Doves, ",7,1
Shadow,"wolves, ",7,1
Shadow,"deer, ",7,1
Shadow,"ostriches, ",7,1
Shadow,giraffes... ,7,1
Shadow,They've got to be kiddin'! ,7,1
Shadow,Can't they show any stuff like pandas? ,7,1
Shadow,"So, you wanted to go that badly. ",7,1
ZUM,The Absolute Destiny: Apocalypse ,7,1
ZUM,The Absolute Destiny: Apocalypse ,7,1
ZUM,Birth records ,7,1
ZUM,Baptismal records ,7,1
ZUM,Death records ,7,1
ZUM,The Absolute Destiny: Apocalypse ,7,1
ZUM,The Absolute Destiny: Apocalypse ,7,1
ZUM,"My own birth, ",7,1
ZUM,"Absolute birth, ",7,1
ZUM,Apocalypse ,7,1
ZUM,A wet-nurse and a midwife in a dark desert ,7,1
ZUM,A gold-gilded Shangri-La ,7,1
ZUM,Day and night reversing ,7,1
ZUM,A time-gilded Lost Paradise ,7,1
ZUM,Darkness over Sodom ,7,1
ZUM,Darkness ever glowing ,7,1
ZUM,Darkness over yonder ,7,1
ZUM,Darkness never ending ,7,1
ZUM,The Absolute Destiny: Apocalypse ,7,1
ZUM,The Absolute Destiny: Apocalyptic Darkness; Apocalypse,7,1
ZUM,mokushi kushimo shimoku kumoshi moshiku shikumo,7,1
ZUM,mokushi kushimo shimoku kumoshi moshiku shikumo,7,1
Juri,It's just as I said yesterday. ,7,1
Juri,"If you beat me with the power of miracles, you're entitled to your conceit.",7,1
Utena,"I won't be beaten by you, power of miracles or not.",7,1
annshi-,"O roses of the noble castle, ",7,1
annshi-,"O Power of Dios that slumbers within me,",7,1
annshi-,Harken unto thy master and reveal to us...,7,1
Utena,...the power to revolutionize the world! ,7,1
DS,Nature's light ,7,1
DS,Mosaic light ,7,1
DS,Child of daybreak; the angel Lucifer,7,1
DS,Apocalyptic light ,7,1
DS,Michael's light ,7,1
